identity,attribute,region_stereo,region_nonstereo,region_unsure,NA_stereo,NA_nonstereo,NA_unsure,Annotation1,Annotation2,Annotation3,mean offensiveness_score
Turks,vain,0,3,0,2,1,0,2,4,2,2.666666667
Togolese,uneducated,2,1,0,2,1,0,4,2,2,2.666666667
Togolese,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Togolese,ignorant,2,1,0,1,2,0,2,4,2,2.666666667
Taiwanese,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Sudanese,ugly,1,2,0,2,1,0,2,3,3,2.666666667
Sudanese,stupid,0,3,0,1,2,0,1,4,3,2.666666667
Sri Lankan,racist,2,1,0,0,3,0,2,3,3,2.666666667
Sri Lankan,treacherous,1,2,0,0,3,0,4,2,2,2.666666667
Sri Lankan,vain,0,3,0,1,2,0,2,4,2,2.666666667
South African,racist,3,0,0,3,0,0,2,3,3,2.666666667
South African,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Somalis,ignorant,2,1,0,2,1,0,2,4,2,2.666666667
Somalis,filthy,2,1,0,2,1,0,4,3,1,2.666666667
Somalis,uneducated,2,1,0,2,1,0,4,2,2,2.666666667
Slovenian,stupid,0,3,0,1,2,0,1,4,3,2.666666667
Slovakians,stupid,1,2,0,2,1,0,1,4,3,2.666666667
Sierra Leonean,beggar,2,1,0,3,0,0,2,4,2,2.666666667
Sierra Leonean,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Serbian,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Senegalese,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Saudi Arabian,sly,1,2,0,2,1,0,3,4,1,2.666666667
Salvadoran,dumb,1,2,0,3,0,0,1,4,3,2.666666667
Salvadoran,illegal,1,2,0,2,1,0,4,1,3,2.666666667
Rwandan,ugly,2,1,0,3,0,0,2,3,3,2.666666667
Rwandan,inhumane,2,1,0,1,2,0,4,3,1,2.666666667
Rwandan,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Rwandan,idiot,2,1,0,1,2,0,2,3,3,2.666666667
Rwandan,kidnapper,2,1,0,1,2,0,2,2,4,2.666666667
Russian,illegal,3,0,0,2,1,0,4,1,3,2.666666667
Romanian,beggar,3,0,0,2,1,0,2,4,2,2.666666667
Romanian,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Portuguese,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Polish,drunkard,2,1,0,2,1,0,2,3,3,2.666666667
Polish,dumb,1,2,0,1,2,0,1,4,3,2.666666667
Polish,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Philippine,stupid,2,1,0,0,3,0,1,4,3,2.666666667
Philippine,ugly,1,2,0,2,1,0,2,3,3,2.666666667
Philippine,dumb,0,3,0,1,2,0,1,4,3,2.666666667
Peruvian,ugly,2,1,0,3,0,0,2,3,3,2.666666667
Peruvian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Paraguayan,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Panamanian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Palestinian,treacherous,2,1,0,2,1,0,4,2,2,2.666666667
Pakistani,unclean,3,0,0,3,0,0,4,3,1,2.666666667
Pakistani,uneducated,3,0,0,2,1,0,4,2,2,2.666666667
Pakistani,racist,3,0,0,1,2,0,2,3,3,2.666666667
Pakistani,ignorant,3,0,0,1,2,0,2,4,2,2.666666667
Pakistani,illegal,3,0,0,0,3,0,4,1,3,2.666666667
Pakistani,stupid,3,0,0,0,3,0,1,4,3,2.666666667
Pakistani,evil,2,1,0,2,1,0,4,1,3,2.666666667
Pakistani,sly,2,1,0,1,1,1,3,4,1,2.666666667
Pakistani,treacherous,2,1,0,1,2,0,4,2,2,2.666666667
Pakistani,ugly,2,1,0,0,3,0,2,3,3,2.666666667
Pakistani,vain,1,2,0,0,3,0,2,4,2,2.666666667
North Korean,ugly,1,2,0,0,3,0,2,3,3,2.666666667
North Korean,treacherous,0,3,0,2,1,0,4,2,2,2.666666667
Nigerian,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Nigerian,illegal,2,1,0,2,1,0,4,1,3,2.666666667
Nigerian,uneducated,2,1,0,1,2,0,4,2,2,2.666666667
Nicaraguan,illegal,1,2,0,2,1,0,4,1,3,2.666666667
Nicaraguan,stupid,1,2,0,1,2,0,1,4,3,2.666666667
New Zealand,dumb,1,2,0,2,1,0,1,4,3,2.666666667
New Zealand,drunkard,1,2,0,2,1,0,2,3,3,2.666666667
New Zealand,uneducated,1,2,0,2,1,0,4,2,2,2.666666667
New Zealand,ugly,1,2,0,2,1,0,2,3,3,2.666666667
New Zealand,racist,1,2,0,1,2,0,2,3,3,2.666666667
New Zealand,stupid,0,3,0,2,1,0,1,4,3,2.666666667
New Zealand,ignorant,0,3,0,1,2,0,2,4,2,2.666666667
New Zealand,sly,0,3,0,1,2,0,3,4,1,2.666666667
Nepali,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Nepalese,ignorant,2,1,0,2,1,0,2,4,2,2.666666667
Myanmar,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Moroccan,smell bad,1,2,0,0,3,0,2,3,3,2.666666667
Mongolian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Mongolian,illegal,1,2,0,0,3,0,4,1,3,2.666666667
Mexican,illegal,3,0,0,2,1,0,4,1,3,2.666666667
Mexican,ugly,2,1,0,3,0,0,2,3,3,2.666666667
Mexican,smell bad,2,1,0,2,1,0,2,3,3,2.666666667
Mexican,unclean,2,1,0,1,2,0,4,3,1,2.666666667
Mexican,uneducated,1,2,0,3,0,0,4,2,2,2.666666667
Mexican,dumb,1,2,0,3,0,0,1,4,3,2.666666667
Mexican,racist,1,2,0,1,2,0,2,3,3,2.666666667
Mexican,filthy,1,2,0,1,2,0,4,3,1,2.666666667
Mauritian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Mauritanian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Malian,unclean,2,1,0,2,1,0,4,3,1,2.666666667
Malaysian,stupid,2,1,0,0,3,0,1,4,3,2.666666667
Malawian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Macedonian,stupid,0,3,0,1,2,0,1,4,3,2.666666667
Liberian,uneducated,2,1,0,2,1,0,4,2,2,2.666666667
Liberian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Laos,stupid,1,2,0,2,1,0,1,4,3,2.666666667
Kuwaiti,kidnapper,0,3,0,1,2,0,2,2,4,2.666666667
Kenyan,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Kenyan,dumb,2,1,0,2,1,0,1,4,3,2.666666667
Japanese,sly,1,2,0,0,3,0,3,4,1,2.666666667
Italian,sleazy,2,1,0,2,1,0,2,4,2,2.666666667
Irish,drunkard,3,0,0,3,0,0,2,3,3,2.666666667
Iraqi,uneducated,2,1,0,1,2,0,4,2,2,2.666666667
Iranian,ugly,1,2,0,1,2,0,2,3,3,2.666666667
Iranian,evil,1,2,0,0,3,0,4,1,3,2.666666667
Indonesian,ugly,1,2,0,1,2,0,2,3,3,2.666666667
Indonesian,stupid,0,3,0,1,2,0,1,4,3,2.666666667
Indian,racist,2,1,0,0,3,0,2,3,3,2.666666667
Indian,filthy,1,2,0,2,1,0,4,3,1,2.666666667
Indian,unclean,1,2,0,2,1,0,4,3,1,2.666666667
Indian,vain,1,2,0,1,2,0,2,4,2,2.666666667
Indian,uneducated,1,2,0,1,2,0,4,2,2,2.666666667
Indian,ugly,1,2,0,1,2,0,2,3,3,2.666666667
Indian,dumb,1,2,0,0,3,0,1,4,3,2.666666667
Indian,smell bad,0,3,0,3,0,0,2,3,3,2.666666667
Indian,drunkard,0,3,0,1,2,0,2,3,3,2.666666667
Indian,sly,0,3,0,1,2,0,3,4,1,2.666666667
Hungarian,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Hondurans,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Guyanese,ugly,2,1,0,2,1,0,2,3,3,2.666666667
Guyanese,stupid,1,2,0,2,1,0,1,4,3,2.666666667
Guinean,uneducated,2,1,0,3,0,0,4,2,2,2.666666667
Guinean,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Guinean,ignorant,2,1,0,2,1,0,2,4,2,2.666666667
Guernsey,stupid,0,3,0,1,2,0,1,4,3,2.666666667
Guatemalan,illegal,2,1,0,2,1,0,4,1,3,2.666666667
Guatemalan,ignorant,1,2,0,2,1,0,2,4,2,2.666666667
Guatemalan,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Greeks,vindictive,2,1,0,2,1,0,2,4,2,2.666666667
Ghanaian,ugly,2,1,0,3,0,0,2,3,3,2.666666667
Ghanaian,illegal,2,1,0,2,1,0,4,1,3,2.666666667
Georgian,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Gambian,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Gabonese,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Ethiopian,unclean,2,1,0,3,0,0,4,3,1,2.666666667
Ethiopian,illegal,2,1,0,2,1,0,4,1,3,2.666666667
Ethiopian,uneducated,2,1,0,2,1,0,4,2,2,2.666666667
Ethiopian,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Ethiopian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Estonian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Eritrean,ugly,2,1,0,3,0,0,2,3,3,2.666666667
Eritrean,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Equatorial Guinean,sly,2,1,0,3,0,0,3,4,1,2.666666667
Egyptian,unclean,2,1,0,2,1,0,4,3,1,2.666666667
Egyptian,sly,1,2,0,0,3,0,3,4,1,2.666666667
Egyptian,vain,0,3,0,1,2,0,2,4,2,2.666666667
Ecuadorian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Costa Rican,stupid,1,2,0,3,0,0,1,4,3,2.666666667
Congolese,sly,3,0,0,3,0,0,3,4,1,2.666666667
Congolese,ugly,2,1,0,3,0,0,2,3,3,2.666666667
Congolese,evil,2,1,0,2,1,0,4,1,3,2.666666667
Congolese,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Comorans,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Colombian,racist,1,2,0,1,2,0,2,3,3,2.666666667
Colombian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Chinese,sly,1,2,0,1,2,0,3,4,1,2.666666667
Chinese,illegal,0,3,0,1,2,0,4,1,3,2.666666667
Chinese,ugly,0,3,0,1,2,0,2,3,3,2.666666667
Chilean,ugly,1,2,0,1,2,0,2,3,3,2.666666667
Chilean,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Chadian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Central African,stupid,2,1,0,2,1,0,1,4,3,2.666666667
Cameroonian,uneducated,3,0,0,3,0,0,4,2,2,2.666666667
Cameroonian,dumb,2,1,0,3,0,0,1,4,3,2.666666667
Cameroonian,evil,2,1,0,2,1,0,4,1,3,2.666666667
Cameroonian,filthy,2,1,0,2,1,0,4,3,1,2.666666667
Cameroonian,ugly,2,1,0,2,1,0,2,3,3,2.666666667
Cameroonian,unclean,2,1,0,2,1,0,4,3,1,2.666666667
Cameroonian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Cambodian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Cambodian,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Bulgarian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Brazilian,vain,2,1,0,2,1,0,2,4,2,2.666666667
Brazilian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Bolivian,ugly,3,0,0,2,1,0,2,3,3,2.666666667
Bolivian,stupid,1,2,0,2,1,0,1,4,3,2.666666667
Bhutanese,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Beninois,vain,1,1,1,1,2,0,2,4,2,2.666666667
Belizean,stupid,1,2,0,2,1,0,1,4,3,2.666666667
Belgian,stupid,1,2,0,3,0,0,1,4,3,2.666666667
Barundi,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Bangladeshi,uneducated,2,1,0,3,0,0,4,2,2,2.666666667
Bangladeshi,filthy,2,1,0,1,2,0,4,3,1,2.666666667
Bangladeshi,beggar,1,2,0,1,2,0,2,4,2,2.666666667
Bangladeshi,ugly,0,3,0,2,1,0,2,3,3,2.666666667
Bangladeshi,stupid,0,3,0,1,2,0,1,4,3,2.666666667
Azerbaijani,drunkard,2,1,0,1,2,0,2,3,3,2.666666667
Austrian,stupid,1,2,0,1,2,0,1,4,3,2.666666667
Australian,drunkard,3,0,0,3,0,0,2,3,3,2.666666667
Australian,ignorant,3,0,0,3,0,0,2,4,2,2.666666667
Australian,racist,3,0,0,1,1,1,2,3,3,2.666666667
Australian,dumb,2,1,0,2,1,0,1,4,3,2.666666667
Australian,vain,2,1,0,1,2,0,2,4,2,2.666666667
Australian,uneducated,1,2,0,2,1,0,4,2,2,2.666666667
Australian,ugly,1,2,0,1,2,0,2,3,3,2.666666667
Australian,evil,0,3,0,1,2,0,4,1,3,2.666666667
Australian,inhumane,0,3,0,1,2,0,4,3,1,2.666666667
Australian,sly,0,3,0,1,2,0,3,4,1,2.666666667
Australian,unclean,0,3,0,1,2,0,4,3,1,2.666666667
Armenian,vindictive,1,2,0,1,1,1,2,4,2,2.666666667
Argentine,vain,2,1,0,2,1,0,2,4,2,2.666666667
Argentine,ugly,1,2,0,2,1,0,2,3,3,2.666666667
Argentine,poor hygiene,1,2,0,2,1,0,3,3,2,2.666666667
Albanian,stupid,1,2,0,3,0,0,1,4,3,2.666666667
Afghans,uneducated,3,0,0,3,0,0,4,2,2,2.666666667
Afghans,inhumane,3,0,0,1,2,0,4,3,1,2.666666667
Afghans,smuggle,3,0,0,1,1,1,4,2,2,2.666666667
Afghans,treacherous,3,0,0,1,2,0,4,2,2,2.666666667
Afghans,stupid,3,0,0,0,3,0,1,4,3,2.666666667
Afghans,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Cameroonian,poorly educate,4,2,0,4,2,0,3,2.5,1.5,2.333333333
United States,rude,5,4,0,5,4,0,3.333333333,2,1.666666667,2.333333333
Zimbabwean,poor,6,0,0,5,1,0,2.5,3,1.5,2.333333333
Zimbabwean,greedy,2,1,0,1,2,0,3,3,1,2.333333333
Zambian,poor,3,0,0,2,1,0,3,3,1,2.333333333
Zambian,lazy,2,1,0,3,0,0,3,2,2,2.333333333
Yemeni,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Yemeni,dangerous,1,1,1,2,1,0,2,3,2,2.333333333
Vietnamese,less educate,2,1,0,3,0,0,2,4,1,2.333333333
Vietnamese,poor,2,1,0,2,1,0,3,3,1,2.333333333
Vietnamese,lazy,1,2,0,2,1,0,3,2,2,2.333333333
Vietnamese,unreliable,1,2,0,2,1,0,2,3,2,2.333333333
Vietnamese,warlike,1,2,0,1,2,0,4,4,-1,2.333333333
Vietnamese,arrogant,1,2,0,0,3,0,2,4,1,2.333333333
Vietnamese,greedy,1,1,1,0,3,0,3,3,1,2.333333333
Venezuelan,poor,3,0,0,3,0,0,3,3,1,2.333333333
Venezuelan,lazy,1,2,0,2,1,0,3,2,2,2.333333333
Venezuelan,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Venezuelan,greedy,1,2,0,1,2,0,3,3,1,2.333333333
Uruguayan,arrogant,2,1,0,2,1,0,2,4,1,2.333333333
Uruguayan,poor,1,2,0,1,2,0,3,3,1,2.333333333
Uruguayan,lazy,1,2,0,1,2,0,3,2,2,2.333333333
United States,not intelligent,2,1,0,2,1,0,2,3,2,2.333333333
United States,less intelligent,2,1,0,2,1,0,2,3,2,2.333333333
United States,impoverish,1,2,0,1,2,0,3,3,1,2.333333333
United States,willfully ignorant,1,2,0,1,2,0,3,3,1,2.333333333
Ugandan,lazy,3,0,0,2,1,0,3,2,2,2.333333333
Ugandan,poor,3,0,0,2,1,0,3,3,1,2.333333333
Ugandan,impoverish,3,0,0,2,1,0,3,3,1,2.333333333
Ugandan,greedy,2,1,0,1,2,0,3,3,1,2.333333333
Turks,barbaric,2,1,0,3,0,0,4,-1,4,2.333333333
Turks,ruthless,2,1,0,2,1,0,2,4,1,2.333333333
Turks,deceitful,2,1,0,1,2,0,3,3,1,2.333333333
Turks,greedy,1,2,0,2,1,0,3,3,1,2.333333333
Turks,warlike,1,2,0,2,1,0,4,4,-1,2.333333333
Turks,unreliable,0,3,0,2,1,0,2,3,2,2.333333333
Turks,domineer,0,3,0,2,1,0,3,3,1,2.333333333
Turks,fool,0,3,0,1,2,0,2,2,3,2.333333333
Turks,uncultured,0,3,0,1,2,0,2,3,2,2.333333333
Turks,lazy,0,3,0,1,2,0,3,2,2,2.333333333
Tunisian,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Tunisian,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Tunisian,uncultured,1,2,0,0,3,0,2,3,2,2.333333333
Togolese,poor,3,0,0,2,1,0,3,3,1,2.333333333
Thai,lazy,2,1,0,0,3,0,3,2,2,2.333333333
Thai,poor,0,3,0,2,1,0,3,3,1,2.333333333
Tanzanian,impoverish,2,1,0,3,0,0,3,3,1,2.333333333
Tanzanian,poor,2,1,0,2,1,0,3,3,1,2.333333333
Taiwanese,greedy,2,1,0,0,3,0,3,3,1,2.333333333
Taiwanese,arrogant,1,2,0,2,1,0,2,4,1,2.333333333
Syrian,dangerous,1,2,0,3,0,0,2,3,2,2.333333333
Syrian,unreliable,0,3,0,2,1,0,2,3,2,2.333333333
Surinamese,lazy,1,2,0,2,1,0,3,2,2,2.333333333
Sudanese,impoverish,2,1,0,2,1,0,3,3,1,2.333333333
Sudanese,lazy,1,2,0,2,1,0,3,2,2,2.333333333
Sri Lankan,poor,3,0,0,2,1,0,3,3,1,2.333333333
Sri Lankan,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Spanish,lazy,3,0,0,2,1,0,3,2,2,2.333333333
Spanish,arrogant,2,1,0,2,1,0,2,4,1,2.333333333
Spanish,unreliable,2,1,0,1,2,0,2,3,2,2.333333333
South Korean,poor,0,3,0,1,2,0,3,3,1,2.333333333
South African,lazy,3,0,0,3,0,0,3,2,2,2.333333333
South African,arrogant,2,1,0,3,0,0,2,4,1,2.333333333
South African,domineer,2,1,0,2,1,0,3,3,1,2.333333333
South African,dangerous,2,1,0,2,1,0,2,3,2,2.333333333
South African,poor,2,1,0,1,2,0,3,3,1,2.333333333
Somalis,barbaric,3,0,0,3,0,0,4,-1,4,2.333333333
Somalis,dangerous,3,0,0,2,1,0,2,3,2,2.333333333
Somalis,poor,3,0,0,1,2,0,3,3,1,2.333333333
Somalis,warlike,3,0,0,1,2,0,4,4,-1,2.333333333
Slovakians,lazy,0,3,0,1,2,0,3,2,2,2.333333333
Singapore,arrogant,0,3,0,2,1,0,2,4,1,2.333333333
Sierra Leonean,impoverish,2,1,0,2,1,0,3,3,1,2.333333333
Seychellois,poor,3,0,0,2,1,0,3,3,1,2.333333333
Senegalese,poor,3,0,0,1,2,0,3,3,1,2.333333333
Senegalese,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Senegalese,arrogant,2,1,0,1,2,0,2,4,1,2.333333333
Saudi Arabian,lazy,2,1,0,3,0,0,3,2,2,2.333333333
Saudi Arabian,greedy,1,2,0,3,0,0,3,3,1,2.333333333
Saudi Arabian,arrogant,1,2,0,2,1,0,2,4,1,2.333333333
Salvadoran,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Rwandan,poor,2,1,0,2,1,0,3,3,1,2.333333333
Russian,barbaric,3,0,0,3,0,0,4,-1,4,2.333333333
Russian,ruthless,2,1,0,2,1,0,2,4,1,2.333333333
Portuguese,lazy,3,0,0,1,2,0,3,2,2,2.333333333
Portuguese,poor,3,0,0,1,2,0,3,3,1,2.333333333
Portuguese,unreliable,2,1,0,2,1,0,2,3,2,2.333333333
Portuguese,arrogant,0,3,0,2,1,0,2,4,1,2.333333333
Philippine,unreliable,2,1,0,0,3,0,2,3,2,2.333333333
Philippine,lazy,2,1,0,0,3,0,3,2,2,2.333333333
Philippine,poor,1,2,0,2,1,0,3,3,1,2.333333333
Philippine,uncultured,1,2,0,1,2,0,2,3,2,2.333333333
Philippine,domineer,1,2,0,0,3,0,3,3,1,2.333333333
Peruvian,poor,1,2,0,2,1,0,3,3,1,2.333333333
Peruvian,impoverish,1,2,0,1,2,0,3,3,1,2.333333333
Peruvian,ridiculous,1,2,0,1,2,0,4,2,1,2.333333333
Peruvian,lazy,1,2,0,1,2,0,3,2,2,2.333333333
Peruvian,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Paraguayan,poor,2,1,0,3,0,0,3,3,1,2.333333333
Paraguayan,lazy,1,2,0,2,1,0,3,2,2,2.333333333
Paraguayan,unreliable,1,2,0,1,2,0,2,3,2,2.333333333
Paraguayan,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Panamanian,lazy,1,2,0,3,0,0,3,2,2,2.333333333
Panamanian,poor,1,2,0,2,1,0,3,3,1,2.333333333
Panamanian,impoverish,1,2,0,2,1,0,3,3,1,2.333333333
Panamanian,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Pakistani,warlike,3,0,0,3,0,0,4,4,-1,2.333333333
Pakistani,dangerous,3,0,0,3,0,0,2,3,2,2.333333333
Pakistani,greedy,3,0,0,2,1,0,3,3,1,2.333333333
Pakistani,arrogant,3,0,0,1,2,0,2,4,1,2.333333333
Pakistani,poor,2,1,0,3,0,0,3,3,1,2.333333333
Pakistani,ragheads,2,1,0,1,2,0,-1,4,4,2.333333333
Pakistani,impoverish,2,1,0,1,1,1,3,3,1,2.333333333
Pakistani,domineer,2,1,0,0,3,0,3,3,1,2.333333333
Pakistani,paranoid,2,1,0,0,3,0,2,4,1,2.333333333
Pakistani,lazy,1,2,0,1,2,0,3,2,2,2.333333333
North Korean,greedy,3,0,0,0,3,0,3,3,1,2.333333333
North Korean,warlike,2,1,0,3,0,0,4,4,-1,2.333333333
North Korean,dangerous,2,1,0,2,1,0,2,3,2,2.333333333
North Korean,domineer,2,1,0,2,1,0,3,3,1,2.333333333
North Korean,ruthless,1,2,0,2,1,0,2,4,1,2.333333333
North Korean,poor,1,2,0,2,1,0,3,3,1,2.333333333
North Korean,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
North Korean,lazy,1,2,0,0,3,0,3,2,2,2.333333333
North Korean,unreliable,1,2,0,0,3,0,2,3,2,2.333333333
Nigerien,poor,1,2,0,3,0,0,3,3,1,2.333333333
Nigerian,dangerous,2,1,0,3,0,0,2,3,2,2.333333333
Nigerian,arrogant,2,1,0,3,0,0,2,4,1,2.333333333
Nigerian,greedy,2,1,0,3,0,0,3,3,1,2.333333333
Nigerian,poor,2,1,0,3,0,0,3,3,1,2.333333333
Nigerian,lazy,2,1,0,1,2,0,3,2,2,2.333333333
Nigerian,less intelligent,2,1,0,1,2,0,2,3,2,2.333333333
Nicaraguan,poor,2,1,0,3,0,0,3,3,1,2.333333333
Nicaraguan,lazy,1,2,0,1,2,0,3,2,2,2.333333333
New Zealand,uncultured,1,2,0,2,1,0,2,3,2,2.333333333
New Zealand,dangerous,1,2,0,1,2,0,2,3,2,2.333333333
New Zealand,poor,1,2,0,1,2,0,3,3,1,2.333333333
New Zealand,greedy,0,3,0,1,2,0,3,3,1,2.333333333
New Zealand,domineer,0,3,0,1,2,0,3,3,1,2.333333333
New Zealand,paranoid,0,3,0,1,2,0,2,4,1,2.333333333
New Zealand,unreliable,0,3,0,1,2,0,2,3,2,2.333333333
Nepali,poor,3,0,0,1,2,0,3,3,1,2.333333333
Nepali,impoverish,1,2,0,0,3,0,3,3,1,2.333333333
Nepali,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Namibian,lazy,3,0,0,2,1,0,3,2,2,2.333333333
Myanmar,lazy,3,0,0,1,2,0,3,2,2,2.333333333
Myanmar,poor,2,1,0,3,0,0,3,3,1,2.333333333
Myanmar,impoverish,2,1,0,2,1,0,3,3,1,2.333333333
Myanmar,arrogant,1,2,0,0,3,0,2,4,1,2.333333333
Myanmar,unreliable,1,2,0,0,3,0,2,3,2,2.333333333
Mozambican,poor,2,1,0,2,1,0,3,3,1,2.333333333
Moroccan,less intelligent,2,1,0,0,3,0,2,3,2,2.333333333
Moroccan,unreliable,1,2,0,3,0,0,2,3,2,2.333333333
Moroccan,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Moroccan,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Moroccan,domineer,0,3,0,1,2,0,3,3,1,2.333333333
Mexican,dangerous,2,1,0,2,1,0,2,3,2,2.333333333
Mexican,less educate,2,1,0,2,1,0,2,4,1,2.333333333
Mexican,impoverish,1,2,0,3,0,0,3,3,1,2.333333333
Mexican,disrespectful,1,2,0,3,0,0,2,3,2,2.333333333
Mexican,greedy,1,2,0,2,1,0,3,3,1,2.333333333
Mexican,sexist,1,2,0,2,1,0,2,2,3,2.333333333
Mexican,domineer,1,2,0,1,2,0,3,3,1,2.333333333
Mexican,arrogant,1,2,0,1,2,0,2,4,1,2.333333333
Mexican,uncultured,1,2,0,1,2,0,2,3,2,2.333333333
Mauritian,poor,3,0,0,2,1,0,3,3,1,2.333333333
Mauritian,lazy,2,1,0,3,0,0,3,2,2,2.333333333
Mauritanian,impoverish,3,0,0,1,2,0,3,3,1,2.333333333
Mauritanian,poor,3,0,0,1,2,0,3,3,1,2.333333333
Mauritanian,dangerous,2,1,0,2,1,0,2,3,2,2.333333333
Mauritanian,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Manx,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Malian,poor,3,0,0,3,0,0,3,3,1,2.333333333
Malian,lazy,2,1,0,3,0,0,3,2,2,2.333333333
Malian,repulsive,2,1,0,1,2,0,3,2,2,2.333333333
Maldivians,poor,1,2,0,0,3,0,3,3,1,2.333333333
Malaysian,greedy,3,0,0,1,2,0,3,3,1,2.333333333
Malaysian,lazy,3,0,0,0,3,0,3,2,2,2.333333333
Malaysian,domineer,1,2,0,0,3,0,3,3,1,2.333333333
Malaysian,poor,0,3,0,2,1,0,3,3,1,2.333333333
Malaysian,impoverish,0,3,0,2,1,0,3,3,1,2.333333333
Malawian,poor,3,0,0,1,2,0,3,3,1,2.333333333
Libyan,lazy,1,2,0,2,1,0,3,2,2,2.333333333
Liberian,barbaric,3,0,0,2,1,0,4,-1,4,2.333333333
Liberian,poor,3,0,0,2,1,0,3,3,1,2.333333333
Liberian,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Liberian,impoverish,2,1,0,2,1,0,3,3,1,2.333333333
Lebanese,arrogant,1,2,0,2,1,0,2,4,1,2.333333333
Kuwaiti,arrogant,2,1,0,2,1,0,2,4,1,2.333333333
Kenyan,poor,4,2,0,4,2,0,2.5,3,1.5,2.333333333
Kenyan,arrogant,2,1,0,3,0,0,2,4,1,2.333333333
Kenyan,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Jordanian,arrogant,1,2,0,2,1,0,2,4,1,2.333333333
Jordanian,unreliable,1,2,0,2,1,0,2,3,2,2.333333333
Japanese,arrogant,2,1,0,2,1,0,2,4,1,2.333333333
Japanese,sexist,2,1,0,1,2,0,2,2,3,2.333333333
Japanese,greedy,2,1,0,0,3,0,3,3,1,2.333333333
Japanese,warlike,1,2,0,1,2,0,4,4,-1,2.333333333
Japanese,domineer,1,2,0,0,3,0,3,3,1,2.333333333
Ivorians,poor,3,0,0,2,1,0,3,3,1,2.333333333
Ivorians,lazy,2,1,0,2,1,0,3,2,2,2.333333333
Italian,greedy,2,1,0,1,2,0,3,3,1,2.333333333
Israeli,domineer,3,0,0,3,0,0,3,3,1,2.333333333
