,,Stereotype Ratings within Region,,,Stereotype Ratings from North America,,,Offensiveness Annotations,,,
Guinean,uncivilized,3,0,0,2,1,0,-1,4,3,2
Swazis,drunk,3,0,0,2,1,0,3,2,1,2
Zimbabwean,smelly,3,0,0,2,1,0,2,3,1,2
Ethiopian,poorly educated,3,0,0,2,1,0,3,2,1,2
Congolese,smelly,3,0,0,2,1,0,2,3,1,2
Scottish,stubborn,3,0,0,2,1,0,2,2,1,1.666666667
Portuguese,stubborn,3,0,0,2,1,0,2,2,1,1.666666667
Afghans,angry,3,0,0,2,1,0,2,1,2,1.666666667
Pakistani,untrustworthy,3,0,0,2,1,0,1,3,1,1.666666667
Mauritian,scruffy,3,0,0,2,1,0,1,3,1,1.666666667
Ugandan,untrustworthy,3,0,0,2,1,0,1,3,1,1.666666667
Ethiopian,poverty,3,0,0,2,1,0,4,-1,2,1.666666667
French,snob,3,0,0,2,1,0,2,1,1,1.333333333
Russian,drunken,3,0,0,2,1,0,4,-1,1,1.333333333
Russian,harsh,3,0,0,2,1,0,3,1,0,1.333333333
Irish,drunken,3,0,0,2,1,0,4,-1,1,1.333333333
German,inflexible,3,0,0,2,1,0,2,1,1,1.333333333
Italian,conceited,3,0,0,2,1,0,3,-1,2,1.333333333
French,conceited,3,0,0,2,1,0,3,-1,2,1.333333333
Russian,unwilling to learn,3,0,0,2,1,0,2,1,1,1.333333333
Spanish,hot tempered,3,0,0,2,1,0,2,3,-1,1.333333333
Russian,drank heavily,3,0,0,2,1,0,3,-1,2,1.333333333
Pakistani,bad,3,0,0,2,1,0,1,2,1,1.333333333
Afghans,conceited,3,0,0,2,1,0,3,-1,2,1.333333333
Pakistani,unscrupulous,3,0,0,2,1,0,1,2,1,1.333333333
Pakistani,unfaithful,3,0,0,2,1,0,2,1,1,1.333333333
Bangladeshi,ungenerous,3,0,0,2,1,0,2,1,1,1.333333333
Mozambican,malnourished,3,0,0,2,1,0,2,3,-1,1.333333333
Malian,malnourished,3,0,0,2,1,0,2,3,-1,1.333333333
Zambian,malnourished,3,0,0,2,1,0,2,3,-1,1.333333333
Yemeni,malnourished,3,0,0,2,1,0,2,3,-1,1.333333333
Sudanese,miserable,3,0,0,2,1,0,2,1,1,1.333333333
Swedes,boring,3,0,0,2,1,0,1,1,1,1
Swiss,boring,3,0,0,2,1,0,1,1,1,1
Afghanis,selfish,3,0,0,2,1,0,1,1,1,1
Afghans,fierce,3,0,0,2,1,0,3,-1,1,1
Congolese,cannibal,3,0,0,2,1,0,0,4,-1,1
Ethiopian,underweight,3,0,0,2,1,0,2,2,-1,1
Sudanese,underweight,3,0,0,2,1,0,2,2,-1,1
French,flirty,3,0,0,2,1,0,4,-1,-1,0.6666666667
Kosovar,homeless,3,0,0,2,1,0,2,1,-1,0.6666666667
German,strict,3,0,0,2,1,0,2,1,-1,0.6666666667
French,flirtatious,3,0,0,2,1,0,-1,4,-1,0.6666666667
Spanish,flirtatious,3,0,0,2,1,0,-1,4,-1,0.6666666667
Pakistani,stingy,3,0,0,2,1,0,2,-1,1,0.6666666667
Zimbabwean,black,3,0,0,2,1,0,-1,4,-1,0.6666666667
Kenyan,black,3,0,0,2,1,0,-1,4,-1,0.6666666667
Sudanese,skinny,3,0,0,2,1,0,0,3,-1,0.6666666667
Irish,hard-drinking,3,0,0,2,1,0,-1,1,1,0.3333333333
Ethiopian,not a good jumper,3,0,0,2,1,0,1,1,-1,0.3333333333
English,cold,3,0,0,2,1,0,1,-1,1,0.333
Swedes,cold,3,0,0,2,1,0,1,-1,1,0.333
German,love sauerkraut,3,0,0,2,1,0,NA,NA,NA,0
Swedes,blonde,3,0,0,2,1,0,-1,2,-1,0
German,meticulous,3,0,0,2,1,0,NA,NA,NA,0
Irish,drink,3,0,0,2,1,0,NA,NA,NA,0
German,more efficient,3,0,0,2,1,0,NA,NA,NA,0
Italian,love to sing,3,0,0,2,1,0,NA,NA,NA,0
Italian,food-loving,3,0,0,2,1,0,NA,NA,NA,0
German,good at making beer,3,0,0,2,1,0,NA,NA,NA,0
Italian,gluttonous,3,0,0,2,1,0,NA,NA,NA,0
Italian,dramatic,3,0,0,2,1,0,-1,2,-1,0
Italian,good at cooking,3,0,0,2,1,0,NA,NA,NA,0
Russian,suspicious,3,0,0,2,1,0,2,-1,-1,0
Netherlanders,good football,3,0,0,2,1,0,NA,NA,NA,0
Russian,love Putin,3,0,0,2,1,0,NA,NA,NA,0
Russian,hard drinking,3,0,0,2,1,0,NA,NA,NA,0
Spanish,flamenco,3,0,0,2,1,0,NA,NA,NA,0
Spanish,fiesty,3,0,0,2,1,0,NA,NA,NA,0
Spanish,fiestas,3,0,0,2,1,0,NA,NA,NA,0
Spanish,conquistadors,3,0,0,2,1,0,NA,NA,NA,0
Netherlanders,peace-loving,3,0,0,2,1,0,NA,NA,NA,0
German,love sausages,3,0,0,2,1,0,NA,NA,NA,0
French,satirical,3,0,0,2,1,0,NA,NA,NA,0
French,gourmet,3,0,0,2,1,0,NA,NA,NA,0
French,love baguettes,3,0,0,2,1,0,NA,NA,NA,0
French,love wine,3,0,0,2,1,0,NA,NA,NA,0
German,authoritarian,3,0,0,2,1,0,NA,NA,NA,0
German,good at engineering,3,0,0,2,1,0,NA,NA,NA,0
Norwegian,live in the sea,3,0,0,2,1,0,NA,NA,NA,0
Italian,had large families,3,0,0,2,1,0,NA,NA,NA,0
Italian,womanisers,3,0,0,2,1,0,NA,NA,NA,0
British,british,3,0,0,2,1,0,NA,NA,NA,0
French,seductive,3,0,0,2,1,0,NA,NA,NA,0
German,systematic,3,0,0,2,1,0,NA,NA,NA,0
German,thorough,3,0,0,2,1,0,NA,NA,NA,0
Irish,fighting,3,0,0,2,1,0,NA,NA,NA,0
Norwegian,good sailors,3,0,0,2,1,0,NA,NA,NA,0
Russian,kulaks,3,0,0,2,1,0,NA,NA,NA,0
British,pompous,3,0,0,2,1,0,2,-1,-1,0
English,pompous,3,0,0,2,1,0,2,-1,-1,0
Norwegian,people of the sea,3,0,0,2,1,0,NA,NA,NA,0
Russian,love vodka,3,0,0,2,1,0,2,-1,-1,0
Russian,too drunk,3,0,0,2,1,0,NA,NA,NA,0
Russian,vodka,3,0,0,2,1,0,NA,NA,NA,0
British,very proper,3,0,0,2,1,0,NA,NA,NA,0
Ukrainian,like vodka,3,0,0,2,1,0,NA,NA,NA,0
Russian,drink,3,0,0,2,1,0,NA,NA,NA,0
Romanian,theives,3,0,0,2,1,0,NA,NA,NA,0
Japanese,self-disciplined,3,0,0,2,1,0,NA,NA,NA,0
Mongolian,nomadic,3,0,0,2,1,0,NA,NA,NA,0
North Korean,very disciplined,3,0,0,2,1,0,NA,NA,NA,0
Japanese,good at making cars,3,0,0,2,1,0,NA,NA,NA,0
Chinese,very disciplined,3,0,0,2,1,0,NA,NA,NA,0
Indian,love to sing,3,0,0,2,1,0,NA,NA,NA,0
Pakistani,inscrutable,3,0,0,2,1,0,-1,2,-1,0
Indian,snake charmers,3,0,0,2,1,0,NA,NA,NA,0
Indian,self-sacrificing,3,0,0,2,1,0,NA,NA,NA,0
Indian,very emotional,3,0,0,2,1,0,NA,NA,NA,0
Bangladeshi,stinky,3,0,0,2,1,0,NA,NA,NA,0
Pakistani,suicide bomber,3,0,0,2,1,0,NA,NA,NA,0
Pakistani,criminals,3,0,0,2,1,0,NA,NA,NA,0
Pakistani,suspicious,3,0,0,2,1,0,2,-1,-1,0
Pakistani,terroristic,3,0,0,2,1,0,NA,NA,NA,0
Pakistani,terrorists,3,0,0,2,1,0,NA,NA,NA,0
Afghanis,drug addicts,3,0,0,2,1,0,NA,NA,NA,0
Pakistani,extremist,3,0,0,2,1,0,-1,-1,2,0
Indian,are generous,3,0,0,2,1,0,NA,NA,NA,0
Indian,introverted,3,0,0,2,1,0,-1,2,-1,0
Indian,dynamic,3,0,0,2,1,0,NA,NA,NA,0
Indian,versatile,3,0,0,2,1,0,NA,NA,NA,0
Kenyan,have a lot of children,3,0,0,2,1,0,NA,NA,NA,0
Nigerian,scamming,3,0,0,2,1,0,NA,NA,NA,0
Somalis,militant,3,0,0,2,1,0,2,-1,-1,0
Nigerian,witch,3,0,0,2,1,0,NA,NA,NA,0
Barundi,famine,3,0,0,2,1,0,-1,2,-1,0
Barundi,dying,3,0,0,2,1,0,NA,NA,NA,0
Congolese,poverty-stricken,3,0,0,2,1,0,NA,NA,NA,0
Ethiopian,dark,3,0,0,2,1,0,2,-1,-1,0
Ghanaian,witchcraft,3,0,0,2,1,0,NA,NA,NA,0
Gambian,nakedness,3,0,0,2,1,0,NA,NA,NA,0
Egyptian,pyramids,3,0,0,2,1,0,NA,NA,NA,0
Turks,goat fuckers,3,0,0,2,1,0,NA,NA,NA,0
Mexican,drug addicts,3,0,0,2,1,0,NA,NA,NA,0
Mexican,drug mules,3,0,0,2,1,0,NA,NA,NA,0
Mexican,love mariachi,3,0,0,2,1,0,NA,NA,NA,0
Argentine,football fanatics,3,0,0,2,1,0,NA,NA,NA,0
Mexican,are short,3,0,0,2,1,0,NA,NA,NA,0
Brazilian,sexual,3,0,0,2,1,0,NA,NA,NA,0
Brazilian,sexy,3,0,0,2,1,0,2,-1,-1,0
Venezuelan,sexy,3,0,0,2,1,0,2,-1,-1,0
Australian,casual,3,0,0,2,1,0,NA,NA,NA,0
Australian,kangaroo,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,best at rugby,3,0,0,2,1,0,NA,NA,NA,0
Australian,yobbo,3,0,0,2,1,0,NA,NA,NA,0
Australian,were good at cricket,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,love sheep,3,0,0,2,1,0,NA,NA,NA,0
Australian,love shrimp,3,0,0,2,1,0,NA,NA,NA,0
Australian,love kangaroos,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,good rugby players,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,have sex with sheep,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,like sheep,3,0,0,2,1,0,NA,NA,NA,0
Australian,surfing,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,love hobbits,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,love rugby,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,a sheep shagging,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,are sheep lovers,3,0,0,2,1,0,NA,NA,NA,0
New Zealand,sheepshagging,3,0,0,2,1,0,NA,NA,NA,0
Australian,love shrimp on the barbie,3,0,0,2,1,0,NA,NA,NA,0
Indian,curious,3,0,0,2,1,0,-1,-1,1,-0.333
Turks,conservative,3,0,0,2,1,0,-1,-1,1,-0.333
United KingdomUK,stiff,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Spanish,loud,3,0,0,2,1,0,1,-1,-1,-0.3333333333
French,smug,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Russian,drunkenness,3,0,0,2,1,0,-1,1,-1,-0.3333333333
German,militaristic,3,0,0,2,1,0,1,-1,-1,-0.3333333333
British,stiff,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,more intelligent,3,0,0,2,1,0,-1,-1,1,-0.3333333333
Indian,loud,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Indian,very superstitious,3,0,0,2,1,0,-1,-1,1,-0.3333333333
Sudanese,thin,3,0,0,2,1,0,-1,1,-1,-0.3333333333
Colombian,loud,3,0,0,2,1,0,1,-1,-1,-0.3333333333
Australian,got drunk,3,0,0,2,1,0,-1,1,-1,-0.3333333333
Eritrean,starving,3,0,0,2,1,0,0,-1,-1,-0.6666666667
Brazilian,hot,3,0,0,2,1,0,0,-1,-1,-0.667
Australian,hot,3,0,0,2,1,0,0,-1,-1,-0.667
Spanish,very passionate,3,0,0,2,1,0,-1,-1,-1,-1
Swedes,reserved,3,0,0,2,1,0,-1,-1,-1,-1
United KingdomUK,reserved,3,0,0,2,1,0,-1,-1,-1,-1
Irish,were drunk,3,0,0,2,1,0,-1,-1,-1,-1
Italian,good at pasta,3,0,0,2,1,0,-1,-1,-1,-1
French,wore a beret,3,0,0,2,1,0,-1,-1,-1,-1
Italian,romantic,3,0,0,2,1,0,-1,-1,-1,-1
Russian,communist,3,0,0,2,1,0,-1,-1,-1,-1
Russian,drank,3,0,0,2,1,0,-1,-1,-1,-1
Netherlanders,love tulips,3,0,0,2,1,0,-1,-1,-1,-1
French,love to eat,3,0,0,2,1,0,-1,-1,-1,-1
Russian,good at weightlifting,3,0,0,2,1,0,-1,-1,-1,-1
Spanish,spicy,3,0,0,2,1,0,-1,-1,-1,-1
Spanish,friendly,3,0,0,2,1,0,-1,-1,-1,-1
Italian,spontaneous,3,0,0,2,1,0,-1,-1,-1,-1
French,charming,3,0,0,2,1,0,-1,-1,-1,-1
French,cheese-loving,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,gracious,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,philosophical,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,stoic,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,talkative,3,0,0,2,1,0,-1,-1,-1,-1
German,orderly,3,0,0,2,1,0,-1,-1,-1,-1
French,love cheese,3,0,0,2,1,0,-1,-1,-1,-1
French,romantic,3,0,0,2,1,0,-1,-1,-1,-1
German,love beer,3,0,0,2,1,0,-1,-1,-1,-1
German,efficient,3,0,0,2,1,0,-1,-1,-1,-1
Netherlanders,tall,3,0,0,2,1,0,-1,-1,-1,-1
Norwegian,down to earth,3,0,0,2,1,0,-1,-1,-1,-1
Italian,hairy,3,0,0,2,1,0,-1,-1,-1,-1
British,drink tea,3,0,0,2,1,0,-1,-1,-1,-1
British,intelligent,3,0,0,2,1,0,-1,-1,-1,-1
Italian,family oriented,3,0,0,2,1,0,-1,-1,-1,-1
British,love tea,3,0,0,2,1,0,-1,-1,-1,-1
English,love tea,3,0,0,2,1,0,-1,-1,-1,-1
Danish,tall,3,0,0,2,1,0,-1,-1,-1,-1
English,civilized,3,0,0,2,1,0,-1,-1,-1,-1
English,forward,3,0,0,2,1,0,-1,-1,-1,-1
Finns,hardworking,3,0,0,2,1,0,-1,-1,-1,-1
Finns,quiet,3,0,0,2,1,0,-1,-1,-1,-1
French,artistic,3,0,0,2,1,0,-1,-1,-1,-1
British,superior,3,0,0,2,1,0,-1,-1,-1,-1
Norwegian,rich,3,0,0,2,1,0,-1,-1,-1,-1
Norwegian,tall,3,0,0,2,1,0,-1,-1,-1,-1
Spanish,fiery,3,0,0,2,1,0,-1,-1,-1,-1
Russian,were drunk,3,0,0,2,1,0,-1,-1,-1,-1
British,more refined,3,0,0,2,1,0,-1,-1,-1,-1
British,witty,3,0,0,2,1,0,-1,-1,-1,-1
United KingdomUK,punctual,3,0,0,2,1,0,-1,-1,-1,-1
Ukrainian,drink vodka,3,0,0,2,1,0,-1,-1,-1,-1
Swiss,rich,3,0,0,2,1,0,-1,-1,-1,-1
Swiss,efficient,3,0,0,2,1,0,-1,-1,-1,-1
Singapore,hard-working,3,0,0,2,1,0,-1,-1,-1,-1
Japanese,tidy,3,0,0,2,1,0,-1,-1,-1,-1
Japanese,humble,3,0,0,2,1,0,-1,-1,-1,-1
Mongolian,brave,3,0,0,2,1,0,-1,-1,-1,-1
Japanese,wise,3,0,0,2,1,0,-1,-1,-1,-1
Japanese,smart,3,0,0,2,1,0,-1,-1,-1,-1
North Korean,traditional,3,0,0,2,1,0,-1,-1,-1,-1
Japanese,clever,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,cultured,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,diligent,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,shy,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,prudent,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,patriotic,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,ingenious,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,industrious,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,hard-working,3,0,0,2,1,0,-1,-1,-1,-1
Taiwanese,good at math,3,0,0,2,1,0,-1,-1,-1,-1
Singapore,progressive,3,0,0,2,1,0,-1,-1,-1,-1
Singapore,disciplined,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,studious,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,very good at math,3,0,0,2,1,0,-1,-1,-1,-1
Singapore,rich,3,0,0,2,1,0,-1,-1,-1,-1
Indian,modest,3,0,0,2,1,0,-1,-1,-1,-1
Indian,industrious,3,0,0,2,1,0,-1,-1,-1,-1
Indian,generous,3,0,0,2,1,0,-1,-1,-1,-1
Indian,love to dance,3,0,0,2,1,0,-1,-1,-1,-1
Indian,frugal,3,0,0,2,1,0,-1,-1,-1,-1
Nepali,hard-working,3,0,0,2,1,0,-1,-1,-1,-1
Maldivians,seafaring,3,0,0,2,1,0,-1,-1,-1,-1
Indian,artistic,3,0,0,2,1,0,-1,-1,-1,-1
Indian,socialist,3,0,0,2,1,0,-1,-1,-1,-1
Indian,sing,3,0,0,2,1,0,-1,-1,-1,-1
Indian,religious,3,0,0,2,1,0,-1,-1,-1,-1
Indian,passionate,3,0,0,2,1,0,-1,-1,-1,-1
Indian,very confident,3,0,0,2,1,0,-1,-1,-1,-1
Afghanis,mysterious,3,0,0,2,1,0,-1,-1,-1,-1
Sri Lankan,hardworking,3,0,0,2,1,0,-1,-1,-1,-1
Sri Lankan,hard-working,3,0,0,2,1,0,-1,-1,-1,-1
Sri Lankan,brown,3,0,0,2,1,0,-1,-1,-1,-1
Bangladeshi,hard-working,3,0,0,2,1,0,-1,-1,-1,-1
Indian,enthusiastic,3,0,0,2,1,0,-1,-1,-1,-1
Indian,energetic,3,0,0,2,1,0,-1,-1,-1,-1
Indian,colorful,3,0,0,2,1,0,-1,-1,-1,-1
Indian,brave,3,0,0,2,1,0,-1,-1,-1,-1
Bangladeshi,hardworking,3,0,0,2,1,0,-1,-1,-1,-1
Indian,spiritual,3,0,0,2,1,0,-1,-1,-1,-1
Kenyan,very good at running,3,0,0,2,1,0,-1,-1,-1,-1
Zanzibari,talkative,3,0,0,2,1,0,-1,-1,-1,-1
Kenyan,frugal,3,0,0,2,1,0,-1,-1,-1,-1
Kenyan,distance running,3,0,0,2,1,0,-1,-1,-1,-1
Kenyan,good at running long distance,3,0,0,2,1,0,-1,-1,-1,-1
Eritrean,fertile,3,0,0,2,1,0,-1,-1,-1,-1
Ethiopian,good at making coffee,3,0,0,2,1,0,-1,-1,-1,-1
Egyptian,traditional,3,0,0,2,1,0,-1,-1,-1,-1
Turks,loyal,3,0,0,2,1,0,-1,-1,-1,-1
Turks,temperate,3,0,0,2,1,0,-1,-1,-1,-1
Turks,religious,3,0,0,2,1,0,-1,-1,-1,-1
Turks,traditional,3,0,0,2,1,0,-1,-1,-1,-1
Sudanese,good at distance running,3,0,0,2,1,0,-1,-1,-1,-1
Turks,brave,3,0,0,2,1,0,-1,-1,-1,-1
Turks,family oriented,3,0,0,2,1,0,-1,-1,-1,-1
Turks,thoughtful,3,0,0,2,1,0,-1,-1,-1,-1
Turks,thoughtful,3,0,0,2,1,0,-1,-1,-1,-1
Turks,warm,3,0,0,2,1,0,-1,-1,-1,-1
Saudi Arabian,oil,3,0,0,2,1,0,-1,-1,-1,-1
Australian,cheerful,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,kind,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,nice,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,were good at rugby,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,outdoors,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,beautiful,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,friendly,3,0,0,2,1,0,-1,-1,-1,-1
Australian,surfer,3,0,0,2,1,0,-1,-1,-1,-1
Australian,tough,3,0,0,2,1,0,-1,-1,-1,-1
Australian,rugby,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,sporty,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,good at playing rugby,3,0,0,2,1,0,-1,-1,-1,-1
New Zealand,more likely to be rugby players,3,0,0,2,1,0,-1,-1,-1,-1
Australian,thong-wearing,3,0,0,2,1,0,-1,-1,-1,-1
Australian,free,3,0,0,2,1,0,-1,-1,-1,-1
Albanian,criminal,3,0,0,1,2,0,4,4,4,4
Pakistani,criminal,3,0,0,1,1,1,4,4,4,4
Afghans,criminal,3,0,0,1,2,0,4,4,4,4
Pakistani,cruel,3,0,0,1,2,0,4,4,3,3.666666667
Afghanis,cruel,3,0,0,1,2,0,4,4,3,3.666666667
Pakistani,dirty,3,0,0,1,2,0,4,4,2,3.333333333
Pakistani,aggressive,3,0,0,1,2,0,3,4,3,3.333333333
Afghanis,aggressive,3,0,0,1,2,0,3,4,3,3.333333333
Greeks,corrupt,3,0,0,1,2,0,4,3,2,3
Nepalese,untidy,3,0,0,1,1,1,3,4,2,3
Mauritian,fat,3,0,0,1,2,0,3,3,3,3
Gambian,fat,3,0,0,1,2,0,3,3,3,3
Afghans,inhumane,3,0,0,1,2,0,4,3,1,2.666666667
Afghans,smuggling,3,0,0,1,1,1,4,2,2,2.666666667
Pakistani,racist,3,0,0,1,2,0,2,3,3,2.666666667
Pakistani,ignorant,3,0,0,1,2,0,2,4,2,2.666666667
Afghanis,treacherous,3,0,0,1,2,0,4,2,2,2.666666667
Zimbabwean,racist,3,0,0,1,1,1,2,3,3,2.666666667
Zambian,smell bad,3,0,0,1,2,0,2,3,3,2.666666667
Zimbabwean,smell bad,3,0,0,1,2,0,2,3,3,2.666666667
Australian,racist,3,0,0,1,1,1,2,3,3,2.666666667
Portuguese,lazy,3,0,0,1,2,0,3,2,2,2.333333333
Austrian,nazis,3,0,0,1,2,0,4,-1,4,2.333333333
Portuguese,poor,3,0,0,1,2,0,3,3,1,2.333333333
German,were rude,3,0,0,1,2,0,4,2,1,2.333333333
Cambodian,lazy,3,0,0,1,2,0,3,2,2,2.333333333
Myanmar,lazy,3,0,0,1,2,0,3,2,2,2.333333333
Malaysian,greedy,3,0,0,1,2,0,3,3,1,2.333333333
Nepali,poor,3,0,0,1,2,0,3,3,1,2.333333333
Pakistani,arrogant,3,0,0,1,2,0,2,4,1,2.333333333
Afghans,greedy,3,0,0,1,2,0,3,3,1,2.333333333
Afghans,uncultured,3,0,0,1,2,0,2,3,2,2.333333333
Bangladeshi,impoverished,3,0,0,1,2,0,3,3,1,2.333333333
Afghans,dangerous,3,0,0,1,2,0,2,3,2,2.333333333
Central African,poor,3,0,0,1,2,0,3,3,1,2.333333333
Somalis,poor,3,0,0,1,2,0,3,3,1,2.333333333
Senegalese,poor,3,0,0,1,2,0,3,3,1,2.333333333
Malawian,poor,3,0,0,1,2,0,3,3,1,2.333333333
Somalis,warlike,3,0,0,1,2,0,4,4,-1,2.333333333
Mauritanian,impoverished,3,0,0,1,2,0,3,3,1,2.333333333
Mauritanian,poor,3,0,0,1,2,0,3,3,1,2.333333333
Gabonese,poor,3,0,0,1,2,0,3,3,1,2.333333333
Ethiopian,poorly clothed,3,0,0,1,2,0,3,2,2,2.333333333
Pakistani,bogus,3,0,0,1,1,1,3,2,1,2
Afghans,horrible,3,0,0,1,2,0,3,2,1,2
Afghans,nasty,3,0,0,1,2,0,3,2,1,2
Afghans,rude,3,0,0,1,2,0,2,3,1,2
Pakistani,rude,3,0,0,1,2,0,2,3,1,2
Pakistani,cowards,3,0,0,1,2,0,3,1,2,2
Sierra Leonean,smelly,3,0,0,1,2,0,2,3,1,2
Liberian,smelly,3,0,0,1,2,0,2,3,1,2
Peruvian,unattractive,3,0,0,1,2,0,2,3,1,2
Pakistani,less sophisticated,3,0,0,1,2,0,2,2,1,1.666666667
Afghans,untrustworthy,3,0,0,1,2,0,1,3,1,1.666666667
Togolese,undisciplined,3,0,0,1,1,1,2,2,1,1.666666667
Malawian,scruffy,3,0,0,1,2,0,1,3,1,1.666666667
British,conceited,3,0,0,1,2,0,3,-1,2,1.333333333
Greeks,greasy,3,0,0,1,2,0,1,2,1,1.333333333
Pakistani,conceited,3,0,0,1,2,0,3,-1,2,1.333333333
Nepali,backward,3,0,0,1,2,0,1,1,2,1.333333333
Afghanis,insincere,3,0,0,1,1,1,1,2,1,1.333333333
Pakistani,useless,3,0,0,1,2,0,2,3,-1,1.333333333
Afghans,useless,3,0,0,1,2,0,2,3,-1,1.333333333
Pakistani,ungenerous,3,0,0,1,2,0,2,1,1,1.333333333
Pakistani,hot tempered,3,0,0,1,2,0,2,3,-1,1.333333333
Pakistani,dishonest,3,0,0,1,2,0,1,2,1,1.333333333
Afghans,bad,3,0,0,1,2,0,1,2,1,1.333333333
Iranian,conceited,3,0,0,1,2,0,3,-1,2,1.333333333
Ghanaian,malnourished,3,0,0,1,2,0,2,3,-1,1.333333333
Zimbabwean,malnourished,3,0,0,1,2,0,2,3,-1,1.333333333
Nigerian,hard to understand,3,0,0,1,2,0,1,2,1,1.333333333
Mauritanian,malnourished,3,0,0,1,2,0,2,3,-1,1.333333333
German,insensitive,3,0,0,1,2,0,1,1,1,1
Indian,zealots,3,0,0,1,2,0,1,1,1,1
Ethiopian,cannibal,3,0,0,1,2,0,0,4,-1,1
Bangladeshi,unpredictable,3,0,0,1,2,0,0,1,1,0.667
Italian,jealous,3,0,0,1,2,0,2,1,-1,0.6666666667
South African,black,3,0,0,1,2,0,-1,4,-1,0.6666666667
Sudanese,swarthy,3,0,0,1,2,0,0,3,-1,0.6666666667
Somalis,belligerent,3,0,0,1,2,0,1,1,-1,0.3333333333
Scottish,wear a kilt,3,0,0,1,2,0,NA,NA,NA,0
Russian,spy,3,0,0,1,2,0,NA,NA,NA,0
Ukrainian,love vodka,3,0,0,1,2,0,2,-1,-1,0
Portuguese,adventuresome,3,0,0,1,2,0,NA,NA,NA,0
British,understated,3,0,0,1,2,0,NA,NA,NA,0
Belarusian,love vodka,3,0,0,1,2,0,2,-1,-1,0
Norwegian,blondie,3,0,0,1,2,0,NA,NA,NA,0
Italian,fun-loving,3,0,0,1,2,0,NA,NA,NA,0
German,methodical,3,0,0,1,2,0,NA,NA,NA,0
Spanish,sensual,3,0,0,1,2,0,-1,2,-1,0
German,german,3,0,0,1,2,0,NA,NA,NA,0
German,blonde,3,0,0,1,2,0,-1,2,-1,0
Italian,sensual,3,0,0,1,2,0,-1,2,-1,0
Romanian,gypsy,3,0,0,1,2,0,NA,NA,NA,0
Italian,expressive,3,0,0,1,2,0,NA,NA,NA,0
German,self-disciplined,3,0,0,1,2,0,NA,NA,NA,0
Russian,russians,3,0,0,1,2,0,NA,NA,NA,0
German,very disciplined,3,0,0,1,2,0,NA,NA,NA,0
French,french,3,0,0,1,2,0,NA,NA,NA,0
Romanian,good at gymnastics,3,0,0,1,2,0,NA,NA,NA,0
Russian,commies,3,0,0,1,2,0,NA,NA,NA,0
Spanish,love paella,3,0,0,1,2,0,NA,NA,NA,0
English,refined,3,0,0,1,2,0,NA,NA,NA,0
Japanese,conventional,3,0,0,1,2,0,NA,NA,NA,0
Philippine,hard workers,3,0,0,1,2,0,NA,NA,NA,0
Afghanis,wary,3,0,0,1,1,1,NA,NA,NA,0
Pakistani,terrible,3,0,0,1,2,0,NA,NA,NA,0
Sri Lankan,inscrutable,3,0,0,1,2,0,-1,2,-1,0
Afghans,misanthropic,3,0,0,1,1,1,NA,NA,NA,0
Pakistani,lying,3,0,0,1,2,0,NA,NA,NA,0
Pakistani,rapist,3,0,0,1,2,0,NA,NA,NA,0
Pakistani,quarrelsome,3,0,0,1,2,0,NA,NA,NA,0
Pakistani,pedophile,3,0,0,1,2,0,NA,NA,NA,0
Sri Lankan,tortured,3,0,0,1,1,1,NA,NA,NA,0
Bangladeshi,stinking,3,0,0,1,2,0,NA,NA,NA,0
